0,1,2,3,4,5,6,7,8,9,10
0.338,0.338,-0.179,-0.055,-0.055,-0.367,-0.136,-0.136,0.305,-0.369,-0.369
-0.157,-0.157,0.273,0.125,0.125,0.02,0.24,0.24,0.418,-0.111,-0.111
0.052,0.052,-0.401,0.058,0.058,0.239,0.568,0.568,-0.47,0.392,0.392
-0.068,-0.068,0.055,0.239,0.239,-0.42,-0.038,-0.038,0.087,0.13,0.13
-0.129,-0.129,-0.143,-0.09,-0.09,-0.416,-0.019,-0.019,0.028,-0.272,-0.272
0.6,0.6,0.625,0.565,0.565,0.231,-0.116,-0.116,-0.335,-0.11,-0.11
-0.018,-0.018,-0.123,-0.358,-0.358,-0.368,0.485,0.485,-0.108,0.379,0.379
0.006,0.006,-0.017,-0.275,-0.275,0.178,0.341,0.341,0.314,-0.232,-0.232
-0.314,-0.314,0.517,0.208,0.208,-0.235,0.026,0.026,0.259,-0.147,-0.147
0.146,0.146,0.0,-0.08,-0.08,-0.363,-0.097,-0.097,-0.348,0.458,0.458
-0.195,-0.195,0.191,-0.043,-0.043,-0.227,-0.182,-0.182,-0.304,0.163,0.163
