0,1,2,3,4,5,6,7,8,9,10
0.166,-0.166,0.0,0.0,-0.139,0.139,-0.152,0.152,-0.151,0.151,0.0
-0.265,0.265,0.0,0.0,-0.023,0.023,-0.196,0.196,0.004,-0.004,0.0
0.022,-0.022,0.0,0.0,0.0,-0.0,0.0,-0.0,0.365,-0.365,0.0
0.056,-0.056,0.0,0.0,-0.008,0.008,0.074,-0.074,0.0,-0.0,0.0
-0.08,0.08,0.0,0.0,0.024,-0.024,0.096,-0.096,0.261,-0.261,0.0
0.153,-0.153,0.0,0.0,0.113,-0.113,0.035,-0.035,0.349,-0.349,0.0
0.197,-0.197,0.0,0.0,0.088,-0.088,-0.04,0.04,-0.19,0.19,0.0
-0.259,0.259,0.0,0.0,0.113,-0.113,0.09,-0.09,-0.174,0.174,0.0
-0.037,0.037,0.0,0.0,0.047,-0.047,0.017,-0.017,0.305,-0.305,0.0
-0.051,0.051,0.0,0.0,0.071,-0.071,0.15,-0.15,-0.057,0.057,0.0
0.0,-0.0,0.0,0.0,-0.172,0.172,0.079,-0.079,0.167,-0.167,0.0
