0,1,2,3,4,5,6,7,8,9,10
0.443,0.462,-0.078,-0.274,-0.004,0.044,0.044,-0.024,0.334,-0.253,-0.256
-0.42,-0.305,0.312,-0.291,-0.07,-0.104,-0.104,0.081,-0.378,0.413,-0.238
0.142,0.146,0.458,0.259,0.458,0.08,0.08,0.294,-0.527,0.297,0.276
-0.183,-0.125,-0.009,-0.238,0.015,0.119,0.119,0.509,0.292,0.048,-0.175
0.042,0.074,0.189,-0.492,0.089,0.456,0.456,-0.145,-0.247,-0.012,-0.277
0.095,0.347,0.645,0.255,0.256,-0.157,-0.157,-0.359,-0.297,-0.246,0.369
0.297,0.301,-0.228,-0.457,0.279,-0.359,-0.359,-0.124,-0.122,0.183,0.374
0.338,0.447,0.067,0.078,-0.383,0.083,0.083,0.444,-0.138,0.051,-0.041
-0.2,-0.156,0.216,-0.249,-0.577,-0.2,-0.2,-0.375,-0.082,0.125,0.637
0.014,-0.081,0.079,-0.361,0.374,-0.129,-0.129,0.284,0.045,-0.476,0.104
-0.565,-0.457,-0.354,-0.046,0.117,0.101,0.101,0.25,0.437,-0.579,0.016
