0,1,2,3,4,5,6,7,8,9,10
-0.151,-0.151,0.221,-0.197,-0.328,-0.328,-0.244,-0.244,-0.015,-0.015,-0.013
-0.234,-0.234,-0.436,0.169,-0.002,-0.002,0.091,0.091,0.223,0.223,0.455
-0.44,-0.44,-0.319,0.385,0.62,0.62,0.586,0.586,0.07,0.07,0.033
0.061,0.061,0.076,0.031,0.226,0.226,0.078,0.078,0.541,0.541,-0.056
0.058,0.058,-0.072,0.187,0.074,0.074,-0.048,-0.048,0.08,0.08,-0.6
-0.021,-0.021,0.313,-0.363,0.144,0.144,0.198,0.198,0.05,0.05,-0.052
0.305,0.305,0.18,0.115,-0.047,-0.047,-0.304,-0.304,0.021,0.021,0.367
-0.311,-0.311,-0.574,0.626,0.229,0.229,0.102,0.102,-0.124,-0.124,0.187
0.012,0.012,-0.267,0.113,0.084,0.084,-0.006,-0.006,0.231,0.231,-0.248
-0.034,-0.034,0.051,-0.375,0.23,0.23,-0.1,-0.1,-0.115,-0.115,-0.129
0.538,0.538,0.34,-0.241,-0.475,-0.475,-0.559,-0.559,-0.158,-0.158,-0.422
