0,1,2,3,4,5,6,7,8,9,10
0.32,-0.32,0.22,-0.22,0.08,-0.08,0.0,0.0,-0.005,0.005,0.0
-0.309,0.309,-0.093,0.093,-0.012,0.012,0.0,0.0,0.316,-0.316,0.0
-0.144,0.144,-0.186,0.186,-0.057,0.057,0.0,0.0,0.0,-0.0,0.0
-0.331,0.331,-0.439,0.439,0.0,-0.0,0.0,0.0,0.058,-0.058,0.0
-0.117,0.117,-0.086,0.086,-0.183,0.183,0.0,0.0,-0.001,0.001,0.0
-0.039,0.039,0.168,-0.168,0.148,-0.148,0.0,0.0,-0.206,0.206,0.0
0.318,-0.318,0.038,-0.038,-0.087,0.087,0.0,0.0,0.195,-0.195,0.0
0.136,-0.136,0.214,-0.214,-0.099,0.099,0.0,0.0,-0.002,0.002,0.0
-0.249,0.249,0.033,-0.033,-0.065,0.065,0.0,0.0,-0.029,0.029,0.0
0.0,-0.0,0.0,-0.0,0.307,-0.307,0.0,0.0,-0.133,0.133,0.0
-0.135,0.135,0.272,-0.272,-0.144,0.144,0.0,0.0,-0.191,0.191,0.0
