0,1,2,3,4,5,6,7,8,9,10
0.524,-0.409,-0.064,-0.064,-0.308,-0.22,-0.22,-0.379,-0.042,0.091,0.091
-0.494,0.294,-0.027,-0.027,0.359,-0.218,-0.218,-0.209,-0.02,0.252,0.252
-0.094,0.04,0.226,0.226,-0.051,0.087,0.087,0.265,0.573,-0.295,-0.295
-0.323,0.16,0.003,0.003,0.103,0.254,0.254,-0.293,-0.003,-0.008,-0.008
-0.018,-0.159,0.214,0.214,0.044,-0.125,-0.125,-0.447,-0.572,-0.215,-0.215
0.079,-0.603,0.498,0.498,-0.122,-0.187,-0.187,0.33,-0.197,0.269,0.269
0.262,-0.116,-0.072,-0.072,-0.073,0.226,0.226,-0.136,0.266,-0.083,-0.083
0.298,-0.519,-0.036,-0.036,0.695,0.022,0.022,-0.061,0.003,-0.383,-0.383
-0.15,-0.058,-0.071,-0.071,-0.115,0.094,0.094,-0.046,0.426,0.02,0.02
0.055,0.02,0.183,0.183,-0.224,-0.459,-0.459,-0.53,0.096,-0.308,-0.308
-0.423,0.209,-0.061,-0.061,-0.441,-0.168,-0.168,-0.205,0.206,-0.353,-0.353
