0,1,2,3,4,5,6,7,8,9,10
-0.114,0.114,0.0,-0.217,0.217,0.0,-0.003,0.003,0.0,0.113,-0.113
0.306,-0.306,0.0,-0.06,0.06,0.0,-0.104,0.104,0.0,0.071,-0.071
-0.089,0.089,0.0,-0.069,0.069,0.0,0.0,-0.0,0.0,0.088,-0.088
-0.122,0.122,0.0,-0.055,0.055,0.0,0.207,-0.207,0.0,-0.054,0.054
0.055,-0.055,0.0,0.01,-0.01,0.0,0.059,-0.059,0.0,0.027,-0.027
0.0,-0.0,0.0,0.0,-0.0,0.0,0.015,-0.015,0.0,-0.089,0.089
-0.088,0.088,0.0,0.004,-0.004,0.0,-0.026,0.026,0.0,0.032,-0.032
-0.062,0.062,0.0,-0.128,0.128,0.0,0.354,-0.354,0.0,0.274,-0.274
-0.156,0.156,0.0,-0.191,0.191,0.0,-0.042,0.042,0.0,0.163,-0.163
0.357,-0.357,0.0,0.416,-0.416,0.0,-0.076,0.076,0.0,0.0,-0.0
0.156,-0.156,0.0,-0.232,0.232,0.0,-0.028,0.028,0.0,0.002,-0.002
