0,1,2,3,4,5,6,7,8,9,10
-0.353,-0.353,0.128,0.128,-0.298,-0.298,0.257,-0.078,0.194,-0.116,0.115
0.419,0.419,-0.28,-0.28,-0.035,-0.035,0.178,0.046,-0.382,0.232,-0.35
-0.046,-0.046,-0.15,-0.15,0.18,0.18,-0.266,0.349,-0.21,0.244,0.424
0.179,0.179,0.288,0.288,0.259,0.259,0.234,-0.16,-0.306,0.558,-0.095
0.048,0.048,-0.131,-0.131,0.136,0.136,0.564,0.118,0.271,-0.398,-0.108
0.131,0.131,-0.243,-0.243,0.117,0.117,-0.168,-0.246,0.242,-0.43,0.049
-0.334,-0.334,-0.102,-0.102,0.025,0.025,0.467,0.291,-0.327,0.286,0.137
-0.119,-0.119,-0.509,-0.509,-0.133,-0.133,-0.12,0.286,0.142,-0.081,0.035
0.211,0.211,0.193,0.193,0.233,0.233,0.242,-0.703,-0.162,-0.05,0.235
-0.059,-0.059,-0.435,-0.435,-0.38,-0.38,0.359,0.287,0.366,-0.234,0.425
0.439,0.439,0.148,0.148,-0.425,-0.425,0.104,0.167,0.509,-0.271,0.637
