0,1,2,3,4,5,6,7,8,9,10
-0.096,-0.096,0.081,0.081,-0.222,-0.222,-0.242,-0.242,0.322,-0.235,-0.235
0.277,0.277,-0.049,-0.049,-0.173,-0.173,0.337,0.337,-0.305,-0.038,-0.038
-0.091,-0.091,-0.024,-0.024,0.03,0.03,-0.113,-0.113,-0.271,-0.467,-0.467
0.123,0.123,-0.008,-0.008,-0.001,-0.001,0.351,0.351,-0.023,0.382,0.382
0.101,0.101,0.082,0.082,-0.337,-0.337,-0.309,-0.309,0.141,-0.015,-0.015
0.487,0.487,0.558,0.558,0.33,0.33,-0.328,-0.328,0.03,-0.152,-0.152
-0.011,-0.011,-0.143,-0.143,-0.119,-0.119,-0.008,-0.008,-0.226,-0.239,-0.239
0.095,0.095,0.058,0.058,-0.118,-0.118,-0.006,-0.006,0.402,-0.11,-0.11
0.218,0.218,-0.082,-0.082,0.093,0.093,0.305,0.305,-0.664,0.55,0.55
-0.221,-0.221,0.27,0.27,0.491,0.491,-0.337,-0.337,-0.03,-0.189,-0.189
0.247,0.247,-0.253,-0.253,0.111,0.111,-0.466,-0.466,0.233,-0.058,-0.058
