0,1,2,3,4,5,6,7,8,9,10
0.387,0.387,0.269,-0.209,-0.209,-0.303,-0.135,-0.135,0.029,0.027,0.027
-0.181,-0.181,-0.011,0.033,0.033,-0.112,-0.049,-0.049,0.307,0.279,0.279
-0.019,-0.019,0.063,0.01,0.01,0.587,-0.168,-0.168,-0.357,-0.208,-0.208
-0.203,-0.203,-0.236,0.223,0.223,-0.202,0.224,0.224,-0.238,-0.35,-0.35
-0.022,-0.022,0.073,0.053,0.053,-0.553,0.032,0.032,0.269,0.267,0.267
0.535,0.535,-0.561,0.473,0.473,0.272,-0.124,-0.124,-0.172,-0.059,-0.059
0.1,0.1,0.056,-0.296,-0.296,-0.203,0.053,0.053,0.129,0.133,0.133
0.125,0.125,0.097,-0.1,-0.1,-0.146,0.661,0.661,0.662,0.605,0.605
-0.31,-0.31,-0.505,0.128,0.128,-0.124,-0.135,-0.135,-0.052,0.057,0.057
0.171,0.171,0.397,-0.27,-0.27,-0.228,0.056,0.056,-0.065,0.106,0.106
-0.134,-0.134,-0.35,-0.138,-0.138,0.015,-0.149,-0.149,-0.397,-0.325,-0.325
