0,1,2,3,4,5,6,7,8,9,10
-0.325,0.325,0.115,-0.115,0.0,0.0,0.078,-0.078,-0.13,0.13,0.0
0.326,-0.326,0.088,-0.088,0.0,0.0,-0.035,0.035,-0.219,0.219,0.0
0.016,-0.016,-0.195,0.195,0.0,0.0,-0.353,0.353,-0.228,0.228,0.0
0.131,-0.131,-0.148,0.148,0.0,0.0,0.0,-0.0,0.188,-0.188,0.0
0.17,-0.17,-0.019,0.019,0.0,0.0,-0.018,0.018,0.03,-0.03,0.0
0.0,-0.0,-0.403,0.403,0.0,0.0,0.224,-0.224,-0.035,0.035,0.0
-0.296,0.296,0.21,-0.21,0.0,0.0,-0.384,0.384,-0.135,0.135,0.0
-0.073,0.073,0.228,-0.228,0.0,0.0,-0.211,0.211,0.0,-0.0,0.0
0.201,-0.201,0.0,-0.0,0.0,0.0,0.33,-0.33,-0.311,0.311,0.0
0.032,-0.032,-0.015,0.015,0.0,0.0,0.169,-0.169,-0.165,0.165,0.0
0.202,-0.202,0.189,-0.189,0.0,0.0,0.1,-0.1,-0.007,0.007,0.0
