0,1,2,3,4,5,6,7,8,9,10
0.0,-0.0,-0.216,0.216,-0.106,0.106,0.0,-0.144,0.144,0.0,0.0
0.377,-0.377,-0.212,0.212,-0.114,0.114,0.0,-0.093,0.093,0.0,0.0
0.281,-0.281,0.069,-0.069,0.0,-0.0,0.0,0.118,-0.118,0.0,0.0
0.008,-0.008,0.168,-0.168,-0.085,0.085,0.0,-0.056,0.056,0.0,0.0
0.281,-0.281,0.029,-0.029,-0.044,0.044,0.0,-0.217,0.217,0.0,0.0
0.226,-0.226,0.054,-0.054,0.424,-0.424,0.0,0.094,-0.094,0.0,0.0
-0.072,0.072,0.197,-0.197,0.093,-0.093,0.0,-0.2,0.2,0.0,0.0
0.093,-0.093,0.06,-0.06,0.012,-0.012,0.0,0.138,-0.138,0.0,0.0
-0.018,0.018,0.0,-0.0,-0.26,0.26,0.0,-0.149,0.149,0.0,0.0
-0.25,0.25,-0.245,0.245,0.415,-0.415,0.0,-0.05,0.05,0.0,0.0
0.172,-0.172,0.226,-0.226,-0.097,0.097,0.0,0.0,-0.0,0.0,0.0
