0,1,2,3,4,5,6,7,8,9,10
0.197,0.197,0.218,0.218,0.007,0.007,-0.339,0.011,0.082,-0.062,-0.062
0.194,0.194,0.058,0.058,-0.124,-0.124,0.067,-0.531,0.23,-0.21,-0.21
0.235,0.235,-0.255,-0.255,0.586,0.586,0.132,0.343,-0.684,0.661,0.661
0.262,0.262,-0.126,-0.126,0.113,0.113,-0.345,-0.045,0.008,-0.084,-0.084
-0.093,-0.093,-0.064,-0.064,-0.076,-0.076,-0.445,-0.047,0.226,-0.229,-0.229
0.458,0.458,0.507,0.507,0.058,0.058,0.136,0.373,0.06,0.051,0.051
-0.277,-0.277,0.083,0.083,0.164,0.164,-0.369,-0.187,-0.019,0.123,0.123
-0.166,-0.166,0.244,0.244,-0.049,-0.049,0.071,0.051,-0.467,0.295,0.295
0.29,0.29,0.104,0.104,-0.63,-0.63,-0.375,-0.425,-0.155,0.082,0.082
0.077,0.077,0.102,0.102,-0.129,-0.129,-0.379,0.24,-0.312,0.394,0.394
-0.146,-0.146,0.02,0.02,0.001,0.001,-0.321,0.425,-0.279,0.343,0.343
