0,1,2,3,4,5,6,7,8,9,10
-0.09,0.09,-0.049,0.049,-0.112,0.112,0.0,0.0,0.0,0.0,0.0
0.298,-0.298,0.056,-0.056,0.025,-0.025,0.0,0.0,0.0,0.0,0.0
-0.066,0.066,0.052,-0.052,-0.112,0.112,0.0,0.0,0.0,0.0,0.0
-0.038,0.038,0.136,-0.136,-0.02,0.02,0.0,0.0,0.0,0.0,0.0
0.076,-0.076,-0.003,0.003,-0.098,0.098,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.32,-0.32,0.0,0.0,0.0,0.0,0.0
-0.104,0.104,-0.098,0.098,-0.029,0.029,0.0,0.0,0.0,0.0,0.0
0.022,-0.022,0.035,-0.035,-0.046,0.046,0.0,0.0,0.0,0.0,0.0
-0.32,0.32,-0.216,0.216,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.379,-0.379,0.422,-0.422,0.197,-0.197,0.0,0.0,0.0,0.0,0.0
0.062,-0.062,-0.338,0.338,0.079,-0.079,0.0,0.0,0.0,0.0,0.0
