0,1,2,3,4,5,6,7,8,9,10
-0.173,0.173,-0.005,0.005,-0.005,0.005,0.0,0.0,0.0,0.0,0.0
0.053,-0.053,0.076,-0.076,0.023,-0.023,0.0,0.0,0.0,0.0,0.0
0.037,-0.037,0.154,-0.154,-0.042,0.042,0.0,0.0,0.0,0.0,0.0
0.022,-0.022,-0.072,0.072,-0.116,0.116,0.0,0.0,0.0,0.0,0.0
0.018,-0.018,0.046,-0.046,-0.319,0.319,0.0,0.0,0.0,0.0,0.0
-0.319,0.319,0.251,-0.251,0.004,-0.004,0.0,0.0,0.0,0.0,0.0
-0.258,0.258,0.034,-0.034,0.358,-0.358,0.0,0.0,0.0,0.0,0.0
-0.241,0.241,0.0,-0.0,-0.223,0.223,0.0,0.0,0.0,0.0,0.0
0.102,-0.102,-0.181,0.181,-0.231,0.231,0.0,0.0,0.0,0.0,0.0
0.084,-0.084,0.26,-0.26,0.178,-0.178,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,-0.071,0.071,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
