0,1,2,3,4,5,6,7,8,9,10
-0.189,-0.189,-0.051,-0.051,-0.267,-0.267,-0.112,0.432,0.322,0.322,-0.284
0.067,0.067,-0.078,-0.078,-0.117,-0.117,-0.416,0.089,-0.065,-0.065,0.298
0.055,0.055,-0.182,-0.182,0.192,0.192,0.481,-0.565,-0.561,-0.561,0.311
0.072,0.072,-0.138,-0.138,0.633,0.633,0.254,-0.112,-0.271,-0.271,0.395
-0.078,-0.078,-0.276,-0.276,-0.048,-0.048,-0.153,0.468,0.321,0.321,-0.306
-0.322,-0.322,0.159,0.159,-0.265,-0.265,-0.022,-0.028,0.071,0.071,-0.358
-0.083,-0.083,0.201,0.201,0.04,0.04,0.081,0.242,-0.066,-0.066,0.093
-0.217,-0.217,-0.059,-0.059,-0.133,-0.133,0.037,-0.35,-0.227,-0.227,0.361
-0.142,-0.142,-0.233,-0.233,0.276,0.276,-0.349,-0.135,-0.272,-0.272,0.163
0.399,0.399,0.507,0.507,-0.3,-0.3,0.329,0.152,-0.048,-0.048,-0.204
-0.254,-0.254,-0.202,-0.202,0.131,0.131,0.507,0.176,0.155,0.155,-0.386
