0,1,2,3,4,5,6,7,8,9,10
0.158,0.158,0.07,0.07,-0.39,0.123,0.123,0.013,0.03,0.03,-0.292
0.188,0.188,0.054,0.054,-0.262,-0.044,-0.044,-0.438,0.206,0.206,-0.198
-0.176,-0.176,-0.074,-0.074,-0.32,-0.04,-0.04,0.329,0.388,0.388,-0.355
-0.062,-0.062,-0.192,-0.192,0.137,-0.19,-0.19,-0.077,0.344,0.344,-0.626
-0.038,-0.038,-0.013,-0.013,0.175,0.068,0.068,0.007,-0.304,-0.304,0.097
0.573,0.573,-0.666,-0.666,0.61,0.296,0.296,0.315,-0.309,-0.309,0.33
0.097,0.097,0.167,0.167,-0.167,-0.196,-0.196,-0.058,0.237,0.237,-0.325
0.116,0.116,0.143,0.143,0.128,-0.257,-0.257,-0.166,0.369,0.369,-0.291
0.086,0.086,-0.249,-0.249,0.458,0.473,0.473,0.131,-0.139,-0.139,-0.155
-0.084,-0.084,0.083,0.083,0.023,0.323,0.323,0.518,-0.158,-0.158,-0.152
0.151,0.151,0.042,0.042,0.032,0.25,0.25,0.527,-0.222,-0.222,0.036
