0,1,2,3,4,5,6,7,8,9
-0.117,0.348,0.106,0.106,-0.124,-0.271,-0.011,-0.011,0.456,0.212
-0.575,-0.249,0.08,0.08,-0.164,0.21,-0.035,-0.035,-0.342,-0.348
-0.046,0.114,0.11,0.11,0.758,0.066,-0.315,-0.315,-0.624,0.126
-0.209,0.509,0.584,0.584,0.064,0.27,0.486,0.486,0.181,0.087
-0.3,-0.492,-0.085,-0.085,0.471,-0.365,-0.207,-0.207,0.043,0.352
0.119,0.013,-0.09,-0.09,0.183,-0.123,0.106,0.106,-0.057,-0.771
-0.314,0.245,-0.239,-0.239,0.212,0.083,0.174,0.174,-0.151,0.209
-0.464,-0.075,-0.137,-0.137,-0.1,-0.607,-0.185,-0.185,-0.051,-0.101
-0.03,0.412,-0.288,-0.288,-0.125,-0.394,-0.284,-0.284,-0.102,0.058
-0.437,0.258,-0.044,-0.044,-0.23,0.354,0.109,0.109,0.46,-0.185
