0,1,2,3,4,5,6,7,8,9
0.017,0.467,-0.124,-0.124,0.236,0.506,0.506,0.025,0.025,-0.38
-0.682,0.037,-0.209,-0.209,-0.312,-0.285,-0.285,-0.573,-0.573,0.555
0.168,-0.157,0.577,0.577,-0.584,0.173,0.173,0.338,0.338,-0.224
0.048,0.144,-0.256,-0.256,0.411,-0.092,-0.092,-0.003,-0.003,-0.144
-0.438,-0.287,0.212,0.212,0.029,0.382,0.382,0.377,0.377,-0.669
0.101,0.112,-0.118,-0.118,0.192,-0.205,-0.205,-0.181,-0.181,0.031
-0.119,0.43,-0.277,-0.277,-0.05,-0.155,-0.155,0.189,0.189,0.147
-0.39,0.435,-0.067,-0.067,-0.026,-0.196,-0.196,-0.083,-0.083,0.063
0.207,0.502,0.083,0.083,0.213,-0.041,-0.041,-0.357,-0.357,0.051
-0.306,0.117,0.211,0.211,0.5,0.108,0.108,0.045,0.045,-0.023
