0,1,2,3,4,5,6,7,8,9
0.061,0.235,0.752,0.752,0.524,0.861,0.752,0.752,0.707,0.707
0.142,0.327,0.801,0.801,0.608,0.745,0.745,0.79,0.79,0.732
0.069,0.338,0.84,0.84,0.452,0.799,0.799,0.605,0.855,0.727
0.058,0.229,0.873,0.839,0.839,0.789,0.789,0.557,0.557,0.667
0.064,0.261,0.819,0.819,0.562,0.568,0.842,0.842,0.804,0.804
0.062,0.246,0.77,0.77,0.899,0.754,0.629,0.629,0.634,0.52
0.073,0.227,0.455,0.686,0.686,0.679,0.846,0.846,0.812,0.812
0.063,0.258,0.759,0.759,0.912,0.522,0.652,0.652,0.797,0.735
0.065,0.26,0.462,0.776,0.776,0.578,0.911,0.797,0.797,0.785
0.063,0.264,0.781,0.781,0.827,0.827,0.587,0.587,0.669,0.594
