6,4,3,8,7,10,9,
4,3,9,8,10,7,6,2.0
4,3,9,7,6,10,8,
5,4,3,7,6,10,9,
4,3,8,7,10,9,6,
5,6,4,3,8,7,9,
8,7,10,9,6,5,4,
5,4,3,8,7,9,10,
7,5,4,9,8,10,6,
6,5,4,3,9,8,7,
