0,1,2,3,4,5,6,7,8,9
-0.077,-0.258,0.349,-0.533,-0.533,0.474,0.474,0.441,0.441,-0.486
-0.579,0.311,-0.054,-0.36,-0.36,0.221,0.221,-0.037,-0.037,0.116
-0.039,-0.088,0.113,0.153,0.153,0.127,0.127,0.189,0.189,-0.404
-0.259,-0.493,0.171,-0.07,-0.07,0.369,0.369,-0.341,-0.341,-0.05
-0.327,0.461,0.237,0.02,0.02,0.102,0.102,0.448,0.448,-0.632
0.11,-0.077,0.801,0.202,0.202,-0.151,-0.151,-0.043,-0.043,0.172
-0.302,-0.329,-0.155,-0.158,-0.158,0.07,0.07,-0.186,-0.186,0.135
-0.436,0.008,-0.136,0.356,0.356,-0.353,-0.353,0.31,0.31,0.087
-0.02,-0.499,-0.23,-0.003,-0.003,-0.156,-0.156,0.304,0.304,-0.211
-0.434,-0.1,0.201,0.258,0.258,-0.314,-0.314,-0.304,-0.304,0.292
