0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,-0.137,0.137,0.0,0.159,-0.159,0.0,-0.157,0.157,0.022,-0.022,0.091,-0.091,0.0,-0.092,0.092,0.0,0.0
0.0,0.211,-0.211,0.0,0.083,-0.083,0.0,0.074,-0.074,-0.055,0.055,0.049,-0.049,0.0,0.093,-0.093,0.0,0.0
0.0,0.0,-0.0,0.0,-0.073,0.073,0.0,0.066,-0.066,-0.002,0.002,0.017,-0.017,0.0,0.013,-0.013,0.0,0.0
0.0,-0.162,0.162,0.0,-0.09,0.09,0.0,0.061,-0.061,0.069,-0.069,0.064,-0.064,0.0,-0.19,0.19,0.0,0.0
0.0,-0.149,0.149,0.0,-0.151,0.151,0.0,0.05,-0.05,-0.051,0.051,0.087,-0.087,0.0,0.155,-0.155,0.0,0.0
0.0,0.349,-0.349,0.0,-0.151,0.151,0.0,0.252,-0.252,-0.037,0.037,0.084,-0.084,0.0,0.148,-0.148,0.0,0.0
0.0,-0.131,0.131,0.0,0.13,-0.13,0.0,0.197,-0.197,-0.016,0.016,0.124,-0.124,0.0,0.157,-0.157,0.0,0.0
0.0,-0.065,0.065,0.0,0.198,-0.198,0.0,-0.045,0.045,-0.1,0.1,0.0,-0.0,0.0,0.155,-0.155,0.0,0.0
0.0,0.028,-0.028,0.0,-0.165,0.165,0.0,-0.031,0.031,0.103,-0.103,-0.096,0.096,0.0,-0.01,0.01,0.0,0.0
0.0,-0.284,0.284,0.0,0.136,-0.136,0.0,-0.055,0.055,0.155,-0.155,0.034,-0.034,0.0,0.281,-0.281,0.0,0.0
0.0,0.137,-0.137,0.0,0.395,-0.395,0.0,0.0,-0.0,0.274,-0.274,0.207,-0.207,0.0,-0.137,0.137,0.0,0.0
0.0,-0.121,0.121,0.0,0.181,-0.181,0.0,-0.081,0.081,0.12,-0.12,0.03,-0.03,0.0,0.0,-0.0,0.0,0.0
0.0,0.338,-0.338,0.0,0.006,-0.006,0.0,-0.218,0.218,0.054,-0.054,0.088,-0.088,0.0,0.07,-0.07,0.0,0.0
0.0,-0.15,0.15,0.0,0.0,-0.0,0.0,0.193,-0.193,0.065,-0.065,0.108,-0.108,0.0,-0.144,0.144,0.0,0.0
0.0,0.313,-0.313,0.0,-0.011,0.011,0.0,0.324,-0.324,-0.249,0.249,-0.074,0.074,0.0,-0.148,0.148,0.0,0.0
0.0,-0.02,0.02,0.0,-0.006,0.006,0.0,0.103,-0.103,0.0,-0.0,0.075,-0.075,0.0,-0.033,0.033,0.0,0.0
0.0,0.081,-0.081,0.0,-0.032,0.032,0.0,0.274,-0.274,0.071,-0.071,0.003,-0.003,0.0,0.239,-0.239,0.0,0.0
0.0,0.185,-0.185,0.0,0.182,-0.182,0.0,0.005,-0.005,0.031,-0.031,-0.019,0.019,0.0,0.062,-0.062,0.0,0.0
