0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.002,-0.086,0.003,0.22,0.289,0.289,0.171,-0.014,-0.014,0.118,0.118,0.037,0.037,-0.204,-0.158,-0.158,0.239,-0.236
-0.635,0.358,-0.12,-0.231,-0.086,-0.086,-0.211,0.12,0.12,0.088,0.088,0.193,0.193,-0.183,0.115,0.115,0.056,-0.017
0.263,-0.624,0.539,-0.001,-0.084,-0.084,-0.328,0.017,0.017,0.006,0.006,0.174,0.174,-0.24,-0.104,-0.104,-0.152,-0.1
-0.265,0.306,-0.366,0.341,0.178,0.178,0.171,-0.205,-0.205,0.146,0.146,-0.063,-0.063,0.036,-0.299,-0.299,0.157,0.265
-0.116,0.087,-0.146,0.04,-0.005,-0.005,-0.016,0.002,0.002,0.007,0.007,0.368,0.368,-0.357,0.088,0.088,-0.011,0.198
0.074,-0.098,0.293,0.453,-0.135,-0.135,-0.151,-0.003,-0.003,-0.105,-0.105,0.174,0.174,-0.32,0.005,0.005,0.394,-0.015
0.221,0.189,-0.269,-0.097,-0.225,-0.225,-0.257,0.077,0.077,0.206,0.206,0.451,0.451,-0.529,0.101,0.101,-0.212,-0.225
-0.02,0.074,-0.122,0.131,-0.064,-0.064,-0.158,0.077,0.077,0.057,0.057,-0.017,-0.017,0.099,0.231,0.231,0.115,0.642
0.069,0.389,-0.331,0.13,0.299,0.299,0.188,-0.043,-0.043,0.041,0.041,-0.063,-0.063,-0.005,0.173,0.173,-0.21,-0.142
0.097,-0.091,-0.084,-0.057,-0.023,-0.023,-0.04,-0.06,-0.06,0.192,0.192,-0.047,-0.047,0.244,0.196,0.196,0.553,0.295
0.027,0.052,0.055,0.188,0.274,0.274,0.367,0.068,0.068,0.411,0.411,0.06,0.06,-0.081,-0.273,-0.273,0.24,0.215
0.077,-0.267,0.155,0.133,0.257,0.257,0.394,-0.062,-0.062,0.328,0.328,0.111,0.111,-0.143,0.474,0.474,-0.412,0.148
0.518,-0.247,0.364,-0.405,0.004,0.004,-0.011,-0.314,-0.314,0.173,0.173,0.15,0.15,-0.141,-0.034,-0.034,0.081,0.278
0.162,-0.076,-0.057,-0.26,0.138,0.138,0.277,0.143,0.143,0.063,0.063,-0.041,-0.041,-0.063,-0.195,-0.195,0.255,0.05
0.256,-0.133,0.254,0.051,-0.114,-0.114,-0.107,0.478,0.478,-0.228,-0.228,-0.25,-0.25,0.396,0.043,0.043,0.082,0.029
-0.076,0.071,-0.067,-0.235,-0.468,-0.468,-0.422,-0.052,-0.052,0.016,0.016,0.011,0.011,-0.168,-0.091,-0.091,0.144,0.053
-0.05,0.0,0.039,0.236,0.115,0.115,0.271,0.234,0.234,0.089,0.089,0.035,0.035,0.138,0.145,0.145,0.053,0.036
0.023,-0.004,0.124,-0.359,0.065,0.065,-0.087,0.032,0.032,0.175,0.175,-0.153,-0.153,0.179,0.262,0.262,-0.012,0.318
