0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.005,-0.074,-0.074,0.114,-0.053,0.14,0.14,0.105,0.105,-0.259,-0.259,0.344,0.344,0.043,-0.055,-0.034,-0.034,0.307
0.666,0.019,0.019,-0.209,-0.19,0.159,0.159,0.088,0.088,0.127,0.127,-0.262,-0.262,0.397,-0.055,0.173,0.173,-0.283
-0.229,0.298,0.298,-0.029,-0.402,0.084,0.084,0.109,0.109,0.239,0.239,-0.223,-0.223,-0.059,0.063,-0.061,-0.061,-0.119
0.22,-0.268,-0.268,0.308,0.082,-0.005,-0.005,-0.024,-0.024,-0.083,-0.083,0.214,0.214,-0.139,-0.259,-0.03,-0.03,0.052
0.111,-0.181,-0.181,0.022,-0.046,-0.262,-0.262,-0.146,-0.146,-0.039,-0.039,0.012,0.012,-0.103,-0.089,0.135,0.135,-0.121
-0.029,0.356,0.356,0.466,-0.251,-0.025,-0.025,-0.012,-0.012,0.37,0.37,-0.348,-0.348,0.234,0.134,0.083,0.083,-0.255
-0.26,-0.212,-0.212,-0.07,-0.031,0.076,0.076,0.005,0.005,0.18,0.18,-0.301,-0.301,0.109,0.162,0.028,0.028,-0.238
0.025,-0.085,-0.085,0.153,-0.298,0.038,0.038,0.014,0.014,0.107,0.107,-0.606,-0.606,0.071,-0.186,0.348,0.348,-0.636
-0.131,-0.136,-0.136,0.011,-0.069,0.208,0.208,0.216,0.216,0.044,0.044,0.07,0.07,0.278,-0.134,0.145,0.145,0.107
-0.132,-0.218,-0.218,-0.045,0.15,-0.028,-0.028,0.241,0.241,0.018,0.018,-0.114,-0.114,0.487,0.22,0.16,0.16,-0.354
-0.033,0.095,0.095,0.161,0.333,0.153,0.153,0.51,0.51,-0.071,-0.071,0.007,0.007,-0.14,-0.229,0.03,0.03,-0.171
-0.066,0.013,0.013,0.065,0.37,0.072,0.072,0.092,0.092,-0.262,-0.262,0.095,0.095,0.479,-0.531,0.491,0.491,-0.1
-0.494,0.432,0.432,-0.424,0.169,-0.098,-0.098,-0.09,-0.09,-0.284,-0.284,0.051,0.051,0.032,-0.077,0.094,0.094,-0.148
-0.165,-0.104,-0.104,-0.253,0.394,0.445,0.445,0.223,0.223,0.079,0.079,-0.248,-0.248,0.101,-0.299,0.133,0.133,-0.239
-0.227,0.349,0.349,0.148,-0.199,0.152,0.152,-0.067,-0.067,0.258,0.258,0.067,0.067,0.271,-0.359,0.154,0.154,0.044
0.084,-0.073,-0.073,0.036,-0.085,-0.018,-0.018,0.035,0.035,0.36,0.36,-0.124,-0.124,-0.029,-0.067,0.022,0.022,-0.081
0.059,0.078,0.078,0.266,0.315,0.386,0.386,0.163,0.163,0.091,0.091,-0.058,-0.058,-0.275,0.451,-0.133,-0.133,-0.023
-0.032,0.178,0.178,-0.481,-0.18,0.096,0.096,0.137,0.137,0.062,0.062,-0.027,-0.027,-0.107,-0.056,0.141,0.141,-0.07
