0,1,2,3,4,5,6,7,8,9,10,11
0.042,-0.042,0.411,-0.411,0.325,-0.325,0.088,-0.088,0.159,-0.159,0.0,0.0
0.075,-0.075,0.29,-0.29,0.213,-0.213,0.0,0.0,0.0,0.148,-0.148,0.0
0.327,-0.327,0.063,-0.063,0.22,-0.22,0.0,0.0,0.116,-0.116,0.085,-0.085
0.52,-0.52,0.0,0.233,-0.233,0.0,0.0,0.136,-0.136,0.0,0.0,0.0
0.0,0.0,0.0,0.278,-0.278,0.0,0.161,-0.161,0.131,-0.131,0.0,0.0
0.058,-0.058,0.0,0.089,-0.089,0.221,-0.221,0.043,-0.043,0.1,-0.1,0.0
0.0,0.22,-0.22,0.056,-0.056,0.203,-0.203,0.0,0.064,-0.064,0.037,-0.037
0.0,0.0,0.057,-0.057,0.266,-0.266,0.0,0.131,-0.131,0.0,0.117,-0.117
