0,1,2,3,4,5,6,7,8,9,10,11
0.218,-0.218,0.0,0.0,0.062,-0.062,0.311,-0.311,0.0,-0.023,0.023,0.0
-0.132,0.132,0.0,0.0,0.187,-0.187,0.053,-0.053,0.0,0.002,-0.002,0.0
0.0,-0.0,0.0,0.0,0.009,-0.009,-0.002,0.002,0.0,-0.2,0.2,0.0
0.16,-0.16,0.0,0.0,0.0,-0.0,-0.354,0.354,0.0,-0.142,0.142,0.0
0.068,-0.068,0.0,0.0,-0.292,0.292,-0.206,0.206,0.0,0.0,-0.0,0.0
-0.195,0.195,0.0,0.0,-0.049,0.049,-0.072,0.072,0.0,-0.049,0.049,0.0
0.01,-0.01,0.0,0.0,-0.047,0.047,-0.223,0.223,0.0,0.25,-0.25,0.0
-0.242,0.242,0.0,0.0,0.166,-0.166,0.244,-0.244,0.0,-0.189,0.189,0.0
0.475,-0.475,0.0,0.0,-0.103,0.103,0.0,-0.0,0.0,0.4,-0.4,0.0
-0.338,0.338,0.0,0.0,0.393,-0.393,0.363,-0.363,0.0,0.174,-0.174,0.0
0.001,-0.001,0.0,0.0,0.246,-0.246,-0.164,0.164,0.0,0.05,-0.05,0.0
-0.069,0.069,0.0,0.0,0.011,-0.011,0.195,-0.195,0.0,0.082,-0.082,0.0
