0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.2,-0.2,-0.021,0.021,-0.226,0.226,-0.119,0.119,0.022,-0.022
0.0,0.0,0.287,-0.287,0.023,-0.023,0.003,-0.003,0.046,-0.046,0.088,-0.088
0.0,0.0,0.065,-0.065,-0.128,0.128,0.146,-0.146,0.094,-0.094,-0.133,0.133
0.0,0.0,-0.35,0.35,0.006,-0.006,0.0,-0.0,0.056,-0.056,0.221,-0.221
0.0,0.0,0.26,-0.26,-0.002,0.002,0.004,-0.004,0.0,-0.0,0.0,-0.0
0.0,0.0,-0.017,0.017,0.078,-0.078,-0.264,0.264,0.062,-0.062,-0.118,0.118
0.0,0.0,-0.035,0.035,-0.023,0.023,0.136,-0.136,0.218,-0.218,0.01,-0.01
0.0,0.0,0.063,-0.063,-0.204,0.204,0.342,-0.342,0.141,-0.141,-0.207,0.207
0.0,0.0,-0.256,0.256,0.0,-0.0,0.061,-0.061,0.108,-0.108,0.342,-0.342
0.0,0.0,0.0,-0.0,-0.095,0.095,-0.298,0.298,-0.348,0.348,-0.2,0.2
0.0,0.0,0.257,-0.257,0.066,-0.066,0.077,-0.077,-0.082,0.082,0.107,-0.107
0.0,0.0,0.044,-0.044,0.035,-0.035,-0.091,0.091,0.018,-0.018,-0.102,0.102
