0,1,2,3,4,5,6,7,8,9
-0.576,-0.393,0.067,0.067,-0.254,-0.254,0.278,0.278,0.171,-0.626
-0.238,-0.222,0.133,0.133,-0.182,-0.182,-0.095,-0.095,0.604,0.405
-0.377,0.028,0.019,0.019,-0.033,-0.033,0.141,0.141,-0.451,0.21
-0.256,0.365,0.104,0.104,0.659,0.659,-0.183,-0.183,0.179,-0.077
0.257,-0.789,-0.023,-0.023,-0.192,-0.192,-0.33,-0.33,-0.168,-0.033
-0.297,0.06,0.188,0.188,-0.05,-0.05,-0.564,-0.564,0.22,-0.067
-0.05,0.064,-0.515,-0.515,0.11,0.11,0.013,0.013,0.043,-0.23
0.468,0.066,0.063,0.063,-0.216,-0.216,0.154,0.154,0.469,-0.364
0.071,-0.111,0.048,0.048,0.336,0.336,-0.105,-0.105,0.149,0.45
0.153,-0.126,0.398,0.398,0.208,0.208,-0.007,-0.007,-0.222,-0.023
