0,1,2,3,4,5,6,7,8,9
-0.581,0.468,-0.028,-0.028,0.22,0.22,-0.168,-0.168,-0.545,0.188
-0.235,0.201,-0.163,-0.163,-0.024,-0.024,-0.303,-0.303,0.451,0.556
-0.37,-0.04,-0.042,-0.042,0.089,0.089,-0.131,-0.131,0.134,-0.485
-0.254,-0.44,-0.103,-0.103,-0.088,-0.088,0.755,0.755,-0.03,0.193
0.258,0.716,-0.028,-0.028,-0.401,-0.401,-0.2,-0.2,-0.111,-0.157
-0.296,-0.017,-0.14,-0.14,-0.614,-0.614,0.138,0.138,-0.063,0.317
-0.05,-0.12,0.521,0.521,0.113,0.113,0.2,0.2,-0.316,0.023
0.467,-0.012,-0.015,-0.015,0.16,0.16,-0.119,-0.119,-0.311,0.458
0.069,0.093,0.014,0.014,-0.007,-0.007,0.34,0.34,0.516,0.154
0.16,0.094,-0.373,-0.373,-0.097,-0.097,0.234,0.234,0.038,-0.157
