0,1,2
0.311,-0.311,0.0
0.0,0.075,-0.075
0.0,0.0,0.0
0.0,0.087,-0.087
0.0,0.0,0.0
0.0,0.029,-0.029
0.243,-0.243,0.0
0.0,0.107,-0.107
0.0,0.0,0.0
0.181,-0.181,0.0
0.224,-0.224,0.0
