0,1,2,3,4,5,6,7
0.559,0.129,0.129,-0.133,0.274,0.274,-0.509,-0.347
0.11,0.327,0.327,-0.323,0.177,0.177,-0.006,0.108
0.175,-0.043,-0.043,0.412,-0.244,-0.244,0.242,0.326
-0.487,0.137,0.137,0.298,-0.07,-0.07,-0.059,-0.473
0.292,0.583,0.583,-0.27,0.44,0.44,-0.437,-0.199
0.275,-0.112,-0.112,0.047,0.165,0.165,-0.169,-0.042
0.42,-0.139,-0.139,0.116,-0.242,-0.242,0.349,-0.136
-0.267,0.111,0.111,-0.729,0.556,0.556,-0.58,-0.692
