0,1,2,3,4,5,6,7
0.376,0.195,0.195,-0.738,-0.341,-0.329,-0.329,-0.166
0.134,0.213,0.213,0.002,-0.068,-0.207,-0.207,-0.007
-0.231,-0.031,-0.031,0.296,-0.303,0.197,0.197,0.164
0.274,0.046,0.046,0.387,-0.088,0.489,0.489,0.413
0.125,0.776,0.776,-0.16,-0.326,-0.0,-0.0,0.256
0.666,0.376,0.376,0.071,0.579,-0.018,-0.018,-0.449
0.499,-0.125,-0.125,0.324,-0.541,0.21,0.21,0.602
0.064,-0.293,-0.293,-0.289,-0.213,0.244,0.244,0.382
