0,1,2,3,4,5,6,7
-0.101,-0.131,-0.219,-0.219,0.439,0.439,0.149,0.149
-0.4,0.666,0.512,0.512,0.087,0.087,0.527,0.527
0.088,0.215,0.419,0.419,0.348,0.348,0.398,0.398
0.459,0.088,0.187,0.187,-0.314,-0.314,0.268,0.268
-0.349,-0.572,-0.018,-0.018,-0.067,-0.067,0.197,0.197
0.008,0.208,0.243,0.243,0.02,0.02,0.431,0.431
0.664,0.088,-0.022,-0.022,0.251,0.251,0.27,0.27
-0.219,0.328,0.464,0.464,0.307,0.307,-0.014,-0.014
