0,1,2,3,4,5,6,7
0.043,0.043,-0.272,-0.272,0.51,0.51,-0.033,-0.033
-0.563,-0.563,0.319,0.319,-0.038,-0.038,-0.326,-0.326
-0.302,-0.302,0.048,0.048,0.258,0.258,0.138,0.138
0.088,0.088,-0.609,-0.609,0.07,0.07,0.346,0.346
0.311,0.311,-0.005,-0.005,-0.175,-0.175,-0.395,-0.395
0.192,0.192,-0.071,-0.071,-0.276,-0.276,-0.574,-0.574
0.154,0.154,-0.145,-0.145,0.331,0.331,0.1,0.1
-0.113,-0.113,0.206,0.206,0.329,0.329,0.16,0.16
