0,1,2,3,4,5,6,7
0.0,0.0,0.292,-0.292,0.0,0.0,0.066,-0.066
0.0,0.0,-0.032,0.032,0.0,0.0,0.151,-0.151
0.0,0.0,0.022,-0.022,0.0,0.0,0.0,-0.0
0.0,0.0,-0.054,0.054,0.0,0.0,-0.067,0.067
0.0,0.0,0.0,-0.0,0.0,0.0,0.059,-0.059
0.0,0.0,0.056,-0.056,0.0,0.0,-0.001,0.001
0.0,0.0,-0.365,0.365,0.0,0.0,-0.052,0.052
0.0,0.0,0.242,-0.242,0.0,0.0,-0.08,0.08
