0,1,2,3,4,5,6,7
0.0,0.0,0.081,-0.081,0.0,-0.0,0.034,-0.034
0.0,0.0,0.0,-0.0,0.378,-0.378,0.0,-0.0
0.0,0.0,0.242,-0.242,0.267,-0.267,-0.097,0.097
0.0,0.0,0.364,-0.364,-0.072,0.072,0.355,-0.355
0.0,0.0,-0.001,0.001,0.028,-0.028,-0.03,0.03
0.0,0.0,0.051,-0.051,-0.188,0.188,-0.123,0.123
0.0,0.0,0.051,-0.051,0.336,-0.336,0.093,-0.093
0.0,0.0,0.039,-0.039,-0.222,0.222,0.103,-0.103
