0,1,2,3,4,5,6,7,8,9
0.037,-0.152,0.29,0.29,-0.17,-0.638,-0.638,0.536,0.408,-0.129
0.294,-0.03,-0.24,-0.24,0.141,-0.004,-0.004,0.038,0.168,-0.348
0.126,0.463,0.457,0.457,-0.05,0.027,0.027,0.205,0.246,-0.167
-0.227,-0.313,-0.123,-0.123,-0.345,0.183,0.183,-0.184,-0.148,0.17
0.054,0.68,-0.164,-0.164,-0.459,-0.475,-0.475,0.229,0.252,-0.177
-0.327,-0.18,0.224,0.224,-0.263,-0.059,-0.059,0.265,0.385,-0.558
0.694,-0.383,0.12,0.12,-0.061,0.221,0.221,-0.003,0.005,0.04
0.364,-0.02,-0.128,-0.128,0.359,-0.023,-0.023,0.338,0.324,-0.272
-0.313,-0.038,-0.364,-0.364,0.62,0.015,0.015,0.613,0.624,-0.557
-0.151,-0.143,0.197,0.197,0.181,0.123,0.123,-0.15,-0.132,0.278
