6,5,4,9,8,7,10.0
6,5,10,9,8,7,
4,3,6,5,7,10,9.0
8,5,4,7,6,9,3.0
5,4,3,9,8,10,6.0
10,9,4,3,8,7,
4,6,5,8,7,9,10.0
10,9,4,3,8,7,6.0
9,8,7,10,5,4,6.0
3,2,6,5,8,10,9.0
