0,1,2,3,4,5,6,7,8,9
0.078,0.278,0.217,-0.176,0.289,0.289,0.325,0.325,-0.603,0.318
0.276,0.018,0.24,-0.463,-0.05,-0.05,0.089,0.089,0.141,-0.011
0.148,-0.582,-0.017,-0.191,0.538,0.538,-0.264,-0.264,-0.423,0.166
-0.266,0.214,-0.57,0.15,-0.051,-0.051,0.068,0.068,0.072,0.137
0.065,-0.594,0.215,0.082,-0.158,-0.158,0.559,0.559,-0.187,-0.124
-0.338,0.118,-0.432,-0.325,0.025,0.025,-0.086,-0.086,-0.18,-0.579
0.675,0.315,-0.448,0.074,0.213,0.213,-0.122,-0.122,-0.176,-0.045
0.376,-0.078,0.173,-0.112,-0.08,-0.08,-0.068,-0.068,-0.269,0.307
-0.295,0.117,0.245,-0.648,0.182,0.182,0.084,0.084,-0.461,0.633
-0.149,0.228,0.216,0.381,0.313,0.313,-0.215,-0.215,-0.222,0.067
