0,1,2,3,4,5,6,7,8,9
0.0,0.0,-0.008,0.008,0.0,0.0,0.0,0.0,-0.0,0.0
0.0,0.0,0.327,-0.327,0.0,0.0,0.0,0.025,-0.025,0.0
0.0,0.0,-0.027,0.027,0.0,0.0,0.0,0.196,-0.196,0.0
0.0,0.0,0.357,-0.357,0.0,0.0,0.0,0.044,-0.044,0.0
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.177,0.177,0.0
0.0,0.0,0.164,-0.164,0.0,0.0,0.0,0.174,-0.174,0.0
0.0,0.0,-0.087,0.087,0.0,0.0,0.0,0.143,-0.143,0.0
0.0,0.0,0.302,-0.302,0.0,0.0,0.0,0.056,-0.056,0.0
0.0,0.0,-0.038,0.038,0.0,0.0,0.0,0.081,-0.081,0.0
0.0,0.0,-0.03,0.03,0.0,0.0,0.0,0.059,-0.059,0.0
