10,9,12,11,15,2,1,14,13,18,17,22,21,20,19,16,23,25.0,,
21,20,23,22,25,24,28,27,26,19,18,15,14,29,30,2,1,,,
20,22,21,1,2,23,13,14,27,26,28,25,24,16,15,29,30,19.0,,
5,8,7,3,4,13,12,2,1,6,9,10,17,16,11,19,18,15.0,,
4,5,3,9,10,1,2,6,7,8,16,15,14,13,12,11,28,29.0,25.0,
13,14,3,4,10,11,12,26,25,24,29,28,1,2,30,27,22,23.0,,
5,6,8,9,10,11,1,2,3,4,7,13,12,24,20,19,30,29.0,,
3,5,6,4,18,7,8,1,2,20,19,10,11,17,16,13,12,9.0,15.0,14.0
3,6,7,4,5,1,2,8,9,14,15,12,11,10,16,13,17,,,
3,1,2,4,5,6,7,12,11,15,14,13,16,10,9,8,26,,,
