0,1,2,3,4,5,6,7,8,9,10
-0.26,0.26,0.0,-0.0,0.0,0.0,-0.0,-0.135,0.135,0.0,0.0
-0.03,0.03,-0.353,0.353,0.0,-0.025,0.025,-0.124,0.124,0.0,0.0
-0.104,0.104,-0.021,0.021,0.0,0.035,-0.035,-0.111,0.111,0.0,0.0
0.375,-0.375,-0.198,0.198,0.0,0.135,-0.135,-0.172,0.172,0.0,0.0
-0.036,0.036,0.321,-0.321,0.0,-0.209,0.209,-0.198,0.198,0.0,0.0
0.0,-0.0,0.33,-0.33,0.0,-0.306,0.306,-0.221,0.221,0.0,0.0
0.342,-0.342,-0.141,0.141,0.0,-0.214,0.214,-0.16,0.16,0.0,0.0
0.063,-0.063,-0.027,0.027,0.0,0.412,-0.412,0.108,-0.108,0.0,0.0
-0.07,0.07,0.204,-0.204,0.0,0.064,-0.064,-0.059,0.059,0.0,0.0
-0.031,0.031,-0.203,0.203,0.0,0.256,-0.256,0.222,-0.222,0.0,0.0
-0.345,0.345,0.045,-0.045,0.0,0.18,-0.18,0.0,-0.0,0.0,0.0
