0,1,2,3,4,5,6,7,8,9,10
0.008,0.008,0.551,0.551,-0.032,0.069,0.069,-0.472,-0.472,0.502,0.502
0.441,0.441,-0.04,-0.04,0.033,-0.087,-0.087,-0.329,-0.329,0.348,0.348
-0.505,-0.505,0.04,0.04,0.029,-0.098,-0.098,0.042,0.042,-0.309,-0.309
0.176,0.176,0.197,0.197,-0.025,0.093,0.093,-0.111,-0.111,-0.001,-0.001
-0.201,-0.201,-0.146,-0.146,-0.641,-0.024,-0.024,-0.067,-0.067,-0.051,-0.051
0.219,0.219,-0.018,-0.018,0.104,-0.227,-0.227,-0.238,-0.238,0.412,0.412
0.113,0.113,0.254,0.254,0.19,-0.227,-0.227,-0.026,-0.026,0.108,0.108
0.303,0.303,-0.07,-0.07,-0.257,0.218,0.218,0.282,0.282,-0.317,-0.317
-0.044,-0.044,0.079,0.079,0.49,-0.119,-0.119,-0.015,-0.015,-0.113,-0.113
0.079,0.079,0.048,0.048,-0.395,0.634,0.634,-0.047,-0.047,-0.178,-0.178
-0.156,-0.156,-0.028,-0.028,-0.275,0.235,0.235,0.089,0.089,-0.222,-0.222
