0,1,2,3,4,5,6,7,8,9,10
0.0,-0.0,0.269,-0.269,0.222,-0.222,0.0,0.077,-0.077,-0.065,0.065
-0.291,0.291,0.0,-0.0,0.349,-0.349,0.0,0.082,-0.082,0.003,-0.003
0.17,-0.17,0.004,-0.004,-0.153,0.153,0.0,-0.062,0.062,-0.06,0.06
-0.117,0.117,0.349,-0.349,0.299,-0.299,0.0,-0.132,0.132,0.06,-0.06
0.374,-0.374,-0.012,0.012,0.086,-0.086,0.0,-0.148,0.148,0.005,-0.005
0.188,-0.188,0.262,-0.262,-0.182,0.182,0.0,0.244,-0.244,0.0,-0.0
-0.212,0.212,0.224,-0.224,0.246,-0.246,0.0,0.242,-0.242,0.052,-0.052
-0.348,0.348,-0.204,0.204,0.0,-0.0,0.0,-0.311,0.311,-0.044,0.044
0.266,-0.266,0.042,-0.042,0.167,-0.167,0.0,0.089,-0.089,0.028,-0.028
-0.086,0.086,-0.011,0.011,0.072,-0.072,0.0,0.0,-0.0,-0.021,0.021
0.076,-0.076,-0.067,0.067,-0.338,0.338,0.0,-0.065,0.065,-0.047,0.047
