0,1,2,3,4,5,6,7,8,9,10
0.306,0.306,0.359,0.359,-0.219,-0.219,0.329,-0.039,-0.482,0.611,0.612
-0.328,-0.328,-0.242,-0.242,0.257,0.257,0.234,0.073,0.079,0.149,0.234
0.148,0.148,-0.138,-0.138,0.134,0.134,-0.216,0.127,0.252,-0.272,-0.12
-0.191,-0.191,0.065,0.065,0.031,0.031,-0.11,-0.053,-0.469,0.248,0.341
0.042,0.042,0.133,0.133,-0.399,-0.399,-0.164,0.229,-0.098,0.013,0.27
0.014,0.014,0.455,0.455,-0.24,-0.24,0.69,-0.828,-0.309,0.503,0.331
-0.1,-0.1,-0.352,-0.352,0.172,0.172,-0.287,0.157,0.201,0.188,0.259
-0.242,-0.242,0.157,0.157,-0.39,-0.39,-0.03,0.219,-0.08,0.191,0.187
0.186,0.186,0.164,0.164,0.387,0.387,-0.038,0.106,0.003,-0.032,0.071
-0.188,-0.188,0.048,0.048,-0.42,-0.42,-0.203,0.153,-0.406,-0.376,-0.362
0.431,0.431,-0.252,-0.252,-0.288,-0.288,0.385,-0.359,-0.402,-0.012,-0.144
