0,1,2,3,4,5,6,7,8,9,10
0.057,-0.057,0.0,-0.0,0.089,-0.089,0.0,-0.012,0.012,0.0,0.0
0.075,-0.075,-0.164,0.164,0.069,-0.069,0.0,0.163,-0.163,0.0,0.0
0.0,-0.0,-0.069,0.069,-0.15,0.15,0.0,0.129,-0.129,0.0,0.0
-0.267,0.267,-0.25,0.25,0.066,-0.066,0.0,-0.223,0.223,0.0,0.0
-0.022,0.022,0.259,-0.259,-0.054,0.054,0.0,-0.148,0.148,0.0,0.0
0.177,-0.177,-0.043,0.043,0.0,-0.0,0.0,-0.102,0.102,0.0,0.0
-0.284,0.284,0.053,-0.053,0.163,-0.163,0.0,0.31,-0.31,0.0,0.0
-0.028,0.028,-0.045,0.045,0.063,-0.063,0.0,0.0,-0.0,0.0,0.0
0.013,-0.013,0.293,-0.293,-0.056,0.056,0.0,0.278,-0.278,0.0,0.0
-0.05,0.05,-0.077,0.077,-0.07,0.07,0.0,0.028,-0.028,0.0,0.0
0.259,-0.259,-0.359,0.359,-0.17,0.17,0.0,-0.177,0.177,0.0,0.0
