0,1,2,3,4,5,6,7,8,9,10
0.223,-0.223,0.0,-0.0,0.0,0.193,-0.193,0.0,-0.0,0.0,-0.0
0.13,-0.13,-0.323,0.323,0.0,0.095,-0.095,0.208,-0.208,-0.056,0.056
0.0,-0.0,0.245,-0.245,0.0,-0.135,0.135,-0.169,0.169,0.02,-0.02
0.317,-0.317,-0.164,0.164,0.0,-0.116,0.116,0.175,-0.175,-0.004,0.004
-0.114,0.114,0.41,-0.41,0.0,-0.095,0.095,-0.155,0.155,0.044,-0.044
0.108,-0.108,0.112,-0.112,0.0,0.283,-0.283,-0.394,0.394,0.247,-0.247
0.208,-0.208,-0.069,0.069,0.0,0.298,-0.298,0.067,-0.067,0.075,-0.075
-0.157,0.157,-0.256,0.256,0.0,-0.293,0.293,0.284,-0.284,-0.214,0.214
-0.05,0.05,0.249,-0.249,0.0,-0.015,0.015,0.118,-0.118,-0.034,0.034
0.116,-0.116,-0.223,0.223,0.0,0.0,-0.0,0.305,-0.305,-0.176,0.176
-0.139,0.139,0.008,-0.008,0.0,-0.077,0.077,-0.172,0.172,0.043,-0.043
