0,1,2,3,4,5,6,7,8,9,10
-0.381,0.381,0.0,-0.0,0.078,-0.078,-0.196,0.196,0.185,-0.185,0.0
0.34,-0.34,-0.182,0.182,0.133,-0.133,-0.152,0.152,0.052,-0.052,0.0
-0.233,0.233,0.102,-0.102,-0.179,0.179,-0.313,0.313,-0.046,0.046,0.0
0.006,-0.006,0.029,-0.029,-0.029,0.029,0.088,-0.088,-0.192,0.192,0.0
0.0,-0.0,0.259,-0.259,-0.065,0.065,-0.248,0.248,-0.008,0.008,0.0
0.153,-0.153,0.166,-0.166,0.0,-0.0,0.0,-0.0,0.276,-0.276,0.0
-0.074,0.074,-0.038,0.038,-0.006,0.006,0.171,-0.171,0.301,-0.301,0.0
0.296,-0.296,-0.523,0.523,-0.033,0.033,-0.043,0.043,-0.203,0.203,0.0
-0.156,0.156,0.089,-0.089,-0.033,0.033,-0.026,0.026,-0.064,0.064,0.0
0.023,-0.023,-0.064,0.064,0.014,-0.014,-0.089,0.089,0.0,-0.0,0.0
-0.133,0.133,-0.004,0.004,-0.1,0.1,-0.136,0.136,-0.048,0.048,0.0
