0,1,2,3,4,5,6,7,8,9,10
0.512,0.512,-0.084,-0.084,-0.298,-0.298,0.09,0.021,0.021,-0.331,0.13
-0.178,-0.178,-0.419,-0.419,-0.19,-0.19,-0.133,-0.096,-0.096,-0.216,0.14
0.062,0.062,0.478,0.478,-0.088,-0.088,-0.062,-0.033,-0.033,0.171,-0.039
0.173,0.173,-0.238,-0.238,-0.058,-0.058,0.025,0.124,0.124,0.125,-0.124
-0.104,-0.104,0.212,0.212,-0.159,-0.159,0.522,-0.033,-0.033,-0.006,0.056
-0.15,-0.15,-0.287,-0.287,-0.194,-0.194,-0.114,-0.294,-0.294,-0.447,0.404
0.299,0.299,-0.146,-0.146,-0.049,-0.049,-0.244,-0.27,-0.27,-0.216,0.212
0.018,0.018,-0.303,-0.303,0.429,0.429,0.4,0.355,0.355,0.411,-0.372
0.124,0.124,0.064,0.064,-0.032,-0.032,-0.482,-0.044,-0.044,0.087,-0.031
-0.037,-0.037,-0.046,-0.046,0.027,0.027,0.411,0.541,0.541,0.532,-0.719
-0.008,-0.008,0.132,0.132,0.024,0.024,0.252,0.192,0.192,0.304,-0.28
