0,1,2,3,4,5,6,7,8,9,10
0.171,0.171,-0.21,-0.21,0.248,0.248,-0.289,0.13,0.13,0.143,0.014
-0.343,-0.343,-0.446,-0.446,-0.192,-0.192,0.214,0.079,0.079,-0.161,-0.115
0.084,0.084,0.374,0.374,0.167,0.167,0.147,-0.32,-0.32,-0.165,0.207
-0.087,-0.087,-0.111,-0.111,-0.416,-0.416,0.446,-0.113,-0.113,-0.005,-0.175
0.325,0.325,0.185,0.185,-0.265,-0.265,0.383,-0.213,-0.213,0.365,0.212
-0.014,-0.014,-0.325,-0.325,0.554,0.554,-0.52,0.392,0.392,-0.025,0.026
-0.041,-0.041,-0.096,-0.096,-0.195,-0.195,0.037,0.179,0.179,-0.056,-0.082
-0.132,-0.132,-0.346,-0.346,-0.059,-0.059,0.051,-0.562,-0.562,0.278,0.349
0.443,0.443,0.05,0.05,-0.254,-0.254,0.259,-0.103,-0.103,-0.429,-0.104
-0.124,-0.124,0.053,0.053,-0.218,-0.218,0.403,-0.209,-0.209,0.662,-0.806
-0.06,-0.06,-0.021,-0.021,0.333,0.333,0.018,-0.154,-0.154,0.3,-0.279
