0,1,2,3,4,5,6,7,8,9,10
0.192,0.192,0.203,0.203,-0.233,-0.233,-0.007,-0.007,0.002,0.002,0.023
-0.326,-0.326,0.467,0.467,0.098,0.098,-0.177,-0.177,-0.075,-0.075,0.208
0.044,0.044,-0.333,-0.333,-0.104,-0.104,0.229,0.229,0.024,0.024,-0.04
-0.101,-0.101,0.082,0.082,0.158,0.158,-0.152,-0.152,-0.18,-0.18,-0.115
0.3,0.3,-0.168,-0.168,0.15,0.15,-0.017,-0.017,0.004,0.004,-0.57
0.03,0.03,0.304,0.304,-0.64,-0.64,-0.09,-0.09,0.254,0.254,0.224
-0.051,-0.051,0.079,0.079,0.138,0.138,-0.155,-0.155,-0.032,-0.032,0.333
-0.069,-0.069,0.367,0.367,0.195,0.195,0.415,0.415,-0.002,-0.002,-0.505
0.455,0.455,-0.053,-0.053,0.168,0.168,-0.037,-0.037,-0.103,-0.103,0.423
-0.134,-0.134,-0.041,-0.041,0.176,0.176,0.044,0.044,-0.884,-0.884,-0.041
-0.063,-0.063,0.004,0.004,-0.381,-0.381,0.184,0.184,-0.311,-0.311,-0.141
