0,1,2,3,4,5,6,7,8,9,10
0.49,0.49,0.174,0.174,-0.109,-0.109,0.055,0.15,0.15,0.351,0.351
-0.096,-0.096,0.437,0.437,-0.042,-0.042,-0.205,-0.095,-0.095,-0.139,-0.139
0.061,0.061,-0.345,-0.345,-0.195,-0.195,-0.104,-0.221,-0.221,-0.201,-0.201
0.218,0.218,0.142,0.142,-0.074,-0.074,0.076,0.06,0.06,-0.392,-0.392
-0.043,-0.043,-0.231,-0.231,-0.161,-0.161,0.545,-0.12,-0.12,-0.286,-0.286
-0.129,-0.129,0.149,0.149,-0.367,-0.367,-0.124,-0.134,-0.134,0.58,0.58
0.296,0.296,0.191,0.191,0.095,0.095,-0.287,-0.005,-0.005,-0.096,-0.096
0.022,0.022,0.375,0.375,0.428,0.428,0.421,0.062,0.062,-0.176,-0.176
0.16,0.16,-0.092,-0.092,-0.035,-0.035,-0.569,-0.081,-0.081,-0.309,-0.309
-0.059,-0.059,0.013,0.013,-0.001,-0.001,0.101,0.734,0.734,-0.295,-0.295
-0.107,-0.107,-0.132,-0.132,-0.239,-0.239,0.178,0.227,0.227,0.057,0.057
