0,1,2,3,4,5,6,7,8,9,10
-0.095,-0.095,-0.102,-0.102,-0.593,-0.593,0.078,0.078,0.444,-0.279,0.221
0.421,0.421,-0.085,-0.085,0.208,0.208,-0.233,-0.233,0.007,0.206,-0.088
-0.537,-0.537,0.5,0.5,-0.237,-0.237,-0.16,-0.16,-0.213,0.16,-0.066
0.194,0.194,-0.167,-0.167,0.062,0.062,0.183,0.183,-0.081,0.108,-0.218
-0.059,-0.059,0.083,0.083,0.105,0.105,0.074,0.074,-0.307,0.392,-0.523
0.164,0.164,-0.15,-0.15,-0.18,-0.18,-0.378,-0.378,0.586,-0.586,0.456
0.217,0.217,-0.252,-0.252,0.049,0.049,-0.361,-0.361,0.051,-0.037,0.494
0.107,0.107,-0.131,-0.131,-0.05,-0.05,0.326,0.326,-0.478,0.457,-0.372
0.151,0.151,0.006,0.006,0.059,0.059,-0.128,-0.128,-0.235,0.226,0.109
0.107,0.107,0.072,0.072,0.107,0.107,0.482,0.482,-0.055,0.079,0.109
-0.109,-0.109,0.397,0.397,-0.268,-0.268,0.169,0.169,0.156,-0.278,0.065
