0,1,2,3,4,5,6,7,8,9,10
0.148,0.148,0.036,0.036,-0.013,-0.013,-0.086,-0.086,0.212,0.093,0.093
-0.274,-0.274,0.159,0.159,0.392,0.392,-0.156,-0.156,-0.174,-0.33,-0.33
0.099,0.099,-0.385,-0.385,-0.448,-0.448,0.28,0.28,-0.195,0.066,0.066
-0.037,-0.037,0.486,0.486,0.496,0.496,-0.005,-0.005,0.017,-0.302,-0.302
0.384,0.384,0.041,0.041,0.156,0.156,0.024,0.024,0.391,-0.105,-0.105
-0.136,-0.136,0.115,0.115,-0.186,-0.186,-0.194,-0.194,-0.021,0.195,0.195
0.013,0.013,0.289,0.289,0.207,0.207,-0.232,-0.232,-0.123,-0.123,-0.123
-0.159,-0.159,0.019,0.019,-0.187,-0.187,0.647,0.647,0.294,0.374,0.374
0.465,0.465,0.089,0.089,0.167,0.167,0.043,0.043,-0.474,-0.224,-0.224
-0.12,-0.12,-0.035,-0.035,0.076,0.076,0.067,0.067,0.594,-0.569,-0.569
-0.107,-0.107,-0.274,-0.274,-0.417,-0.417,0.185,0.185,0.232,-0.079,-0.079
