0,1,2,3,4,5,6,7,8,9,10
0.0,-0.0,-0.157,0.157,0.221,-0.221,0.0,0.268,-0.268,0.0,0.0
-0.303,0.303,-0.033,0.033,0.358,-0.358,0.0,0.132,-0.132,0.0,0.0
0.152,-0.152,0.0,-0.0,-0.316,0.316,0.0,-0.218,0.218,0.0,0.0
-0.15,0.15,-0.342,0.342,0.356,-0.356,0.0,-0.024,0.024,0.0,0.0
0.422,-0.422,0.027,-0.027,-0.068,0.068,0.0,-0.027,0.027,0.0,0.0
0.106,-0.106,-0.03,0.03,-0.193,0.193,0.0,0.278,-0.278,0.0,0.0
-0.084,0.084,-0.226,0.226,0.138,-0.138,0.0,0.134,-0.134,0.0,0.0
-0.208,0.208,0.184,-0.184,0.0,-0.0,0.0,-0.322,0.322,0.0,0.0
0.345,-0.345,0.002,-0.002,0.079,-0.079,0.0,-0.102,0.102,0.0,0.0
-0.185,0.185,-0.065,0.065,0.245,-0.245,0.0,0.0,-0.0,0.0,0.0
-0.052,0.052,0.186,-0.186,-0.286,0.286,0.0,-0.095,0.095,0.0,0.0
