0,1,2,3,4,5,6,7,8,9,10
-0.089,0.089,0.16,-0.16,0.0,-0.0,0.012,-0.012,0.0,0.0,0.0
0.168,-0.168,-0.103,0.103,0.272,-0.272,0.047,-0.047,0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.06,-0.06,-0.03,0.03,0.0,0.0,0.0
0.378,-0.378,-0.285,0.285,0.128,-0.128,-0.061,0.061,0.0,0.0,0.0
-0.031,0.031,-0.104,0.104,-0.326,0.326,0.337,-0.337,0.0,0.0,0.0
0.3,-0.3,0.119,-0.119,-0.267,0.267,0.093,-0.093,0.0,0.0,0.0
0.167,-0.167,-0.29,0.29,0.043,-0.043,0.157,-0.157,0.0,0.0,0.0
-0.031,0.031,0.337,-0.337,0.028,-0.028,-0.088,0.088,0.0,0.0,0.0
0.037,-0.037,-0.136,0.136,-0.111,0.111,-0.23,0.23,0.0,0.0,0.0
0.185,-0.185,-0.167,0.167,0.33,-0.33,0.0,-0.0,0.0,0.0,0.0
0.137,-0.137,0.211,-0.211,0.12,-0.12,0.059,-0.059,0.0,0.0,0.0
