0,1,2,3,4,5,6,7,8,9,10
0.069,0.069,0.57,0.57,0.132,0.132,0.032,-0.037,-0.037,0.179,0.057
-0.342,-0.342,-0.096,-0.096,0.035,0.035,0.236,0.043,0.043,-0.134,0.163
0.478,0.478,0.022,0.022,0.162,0.162,-0.104,-0.23,-0.23,-0.103,-0.006
-0.33,-0.33,0.146,0.146,-0.379,-0.379,0.563,0.09,0.09,0.093,-0.222
0.098,0.098,-0.084,-0.084,-0.193,-0.193,0.285,-0.168,-0.168,-0.349,0.486
-0.137,-0.137,0.072,0.072,0.645,0.645,-0.484,0.354,0.354,0.169,0.096
-0.242,-0.242,0.414,0.414,-0.305,-0.305,0.195,0.274,0.274,-0.058,0.318
-0.425,-0.425,-0.01,-0.01,-0.127,-0.127,-0.016,-0.559,-0.559,0.089,0.087
0.012,0.012,0.205,0.205,-0.152,-0.152,0.199,-0.111,-0.111,0.002,-0.459
0.012,0.012,-0.173,-0.173,-0.159,-0.159,0.466,0.1,0.1,0.751,0.556
0.094,0.094,-0.012,-0.012,0.302,0.302,-0.07,0.203,0.203,0.454,0.217
