0,1,2,3,4,5,6,7,8,9,10
0.072,0.072,0.275,0.275,0.188,0.188,0.09,0.09,0.012,0.012,-0.099
0.357,0.357,0.005,0.005,-0.04,-0.04,-0.01,-0.01,-0.165,-0.165,-0.08
-0.313,-0.313,0.099,0.099,-0.252,-0.252,-0.496,-0.496,0.059,0.059,0.048
0.255,0.255,0.158,0.158,-0.098,-0.098,-0.068,-0.068,0.045,0.045,0.246
-0.192,-0.192,-0.184,-0.184,-0.244,-0.244,-0.371,-0.371,0.364,0.364,-0.152
0.492,0.492,-0.422,-0.422,0.66,0.66,0.322,0.322,-0.292,-0.292,-0.463
0.063,0.063,0.407,0.407,-0.124,-0.124,0.017,0.017,-0.332,-0.332,-0.182
0.149,0.149,0.138,0.138,-0.333,-0.333,-0.319,-0.319,0.554,0.554,0.374
-0.153,-0.153,-0.032,-0.032,-0.186,-0.186,-0.202,-0.202,-0.304,-0.304,0.076
0.12,0.12,-0.105,-0.105,-0.034,-0.034,0.0,0.0,0.043,0.043,0.65
-0.151,-0.151,-0.062,-0.062,0.235,0.235,-0.083,-0.083,0.051,0.051,0.287
