0,1,2,3,4,5,6,7,8,9,10
0.47,0.47,0.191,0.191,0.45,0.148,0.148,-0.21,-0.003,-0.003,0.021
-0.233,-0.233,0.35,0.35,0.036,-0.256,-0.256,0.214,0.067,0.067,0.006
0.065,0.065,-0.392,-0.392,0.121,-0.016,-0.016,0.013,-0.385,-0.385,0.342
0.127,0.127,0.308,0.308,-0.407,-0.405,-0.405,0.135,0.062,0.062,-0.238
0.017,0.017,-0.105,-0.105,-0.237,-0.301,-0.301,-0.41,-0.252,-0.252,0.318
-0.28,-0.28,0.484,0.484,0.555,0.5,0.5,0.057,0.262,0.262,-0.006
0.318,0.318,0.187,0.187,-0.228,-0.113,-0.113,-0.027,0.064,0.064,0.115
0.023,0.023,0.219,0.219,-0.158,0.053,0.053,-0.513,-0.598,-0.598,0.313
0.182,0.182,0.005,0.005,-0.266,-0.237,-0.237,0.36,-0.108,-0.108,0.024
-0.176,-0.176,-0.025,-0.025,-0.194,-0.442,-0.442,-0.538,0.224,0.224,-0.707
-0.082,-0.082,-0.065,-0.065,0.259,0.088,0.088,-0.194,0.121,0.121,-0.336
