0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,-0.0,-0.148,0.148,0.339,-0.339,-0.153,0.153,0.0,0.0
0.0,0.259,-0.259,-0.05,0.05,0.247,-0.247,-0.112,0.112,0.0,0.0
0.0,-0.087,0.087,0.0,-0.0,0.07,-0.07,0.201,-0.201,0.0,0.0
0.0,0.222,-0.222,-0.123,0.123,0.0,-0.0,-0.162,0.162,0.0,0.0
0.0,-0.419,0.419,-0.097,0.097,0.194,-0.194,-0.216,0.216,0.0,0.0
0.0,-0.074,0.074,0.215,-0.215,0.226,-0.226,-0.273,0.273,0.0,0.0
0.0,-0.111,0.111,-0.094,0.094,-0.035,0.035,0.0,-0.0,0.0,0.0
0.0,0.05,-0.05,0.125,-0.125,-0.243,0.243,0.36,-0.36,0.0,0.0
0.0,-0.354,0.354,0.009,-0.009,-0.089,0.089,0.272,-0.272,0.0,0.0
0.0,0.225,-0.225,-0.06,0.06,-0.083,0.083,-0.028,0.028,0.0,0.0
0.0,0.176,-0.176,0.222,-0.222,-0.007,0.007,-0.082,0.082,0.0,0.0
