0,1,2,3,4,5,6,7,8,9,10
-0.023,-0.023,0.599,0.599,0.127,-0.562,-0.562,-0.424,-0.424,-0.225,0.057
0.037,0.037,-0.253,-0.253,-0.478,0.165,0.165,-0.312,-0.312,0.272,-0.364
-0.234,-0.234,0.193,0.193,0.566,0.222,0.222,0.094,0.094,0.209,-0.145
-0.15,-0.15,-0.127,-0.127,-0.42,-0.023,-0.023,0.078,0.078,-0.079,0.067
-0.108,-0.108,-0.107,-0.107,-0.046,0.085,0.085,0.07,0.07,-0.261,0.21
0.542,0.542,-0.025,-0.025,0.017,-0.095,-0.095,0.315,0.315,0.042,-0.051
0.065,0.065,0.075,0.075,-0.3,0.2,0.2,-0.199,-0.199,0.377,-0.544
0.367,0.367,0.064,0.064,-0.219,-0.086,-0.086,-0.269,-0.269,-0.401,0.445
-0.094,-0.094,-0.0,-0.0,-0.312,0.01,0.01,0.024,0.024,0.264,-0.358
0.007,0.007,-0.019,-0.019,0.129,-0.225,-0.225,0.13,0.13,-0.574,0.25
-0.014,-0.014,0.142,0.142,0.064,0.132,0.132,0.47,0.47,-0.232,0.327
