0,1,2,3,4,5,6,7,8,9,10
0.492,0.492,-0.031,-0.031,0.448,0.206,0.206,-0.187,-0.187,0.213,-0.096
-0.086,-0.086,-0.513,-0.513,0.55,0.175,0.175,-0.106,-0.106,-0.002,-0.191
0.225,0.225,0.401,0.401,-0.396,-0.125,-0.125,0.068,0.068,-0.16,-0.124
-0.007,-0.007,-0.383,-0.383,0.194,0.265,0.265,0.101,0.101,-0.037,0.344
0.022,0.022,0.065,0.065,-0.016,-0.055,-0.055,0.196,0.196,-0.195,-0.576
0.048,0.048,-0.154,-0.154,-0.093,-0.228,-0.228,-0.083,-0.083,-0.026,-0.009
0.081,0.081,-0.31,-0.31,0.254,0.495,0.495,-0.573,-0.573,0.266,-0.429
0.052,0.052,-0.431,-0.431,0.228,0.235,0.235,0.271,0.271,-0.09,-0.046
0.186,0.186,-0.048,-0.048,-0.003,0.074,0.074,-0.188,-0.188,0.034,0.293
0.121,0.121,-0.092,-0.092,0.025,0.06,0.06,-0.328,-0.328,0.883,-0.451
0.281,0.281,0.09,0.09,-0.42,-0.271,-0.271,0.065,0.065,0.169,-0.116
