3,4,5,1,2,6,9,8.0,7.0
1,2,5,3,4,6,7,8.0,
3,4,5,6,1,2,7,8.0,10.0
1,2,3,4,5,6,7,8.0,
6,7,2,3,4,5,1,8.0,9.0
1,2,5,6,3,4,9,8.0,7.0
3,4,1,2,5,6,7,10.0,9.0
3,4,5,1,2,6,7,8.0,10.0
3,4,5,1,2,6,7,8.0,
2,3,1,4,5,6,7,,
1,2,3,4,5,8,6,7.0,9.0
1,2,3,4,5,6,7,8.0,
3,1,2,5,6,4,8,7.0,
1,2,3,4,5,6,10,9.0,7.0
